COUNT,Taxonomy,ssp,Collection,CATALOG,Country,Distrito,GeoGroup,Old_taxonomy1,Old_taxonomy2,New_Taxonomy,lat,lon,mclust2,mclust3,sex,CIL,GLS,ZB,MB,POC,BBC,CM3,M3M3,CB,SH
726,T. cirrhosus,cirrhosus,USNM,419151,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,26.04,29.45,14.63,13.68,5.35,11.55,10.46,10.38,6.36,17.91
727,T. cirrhosus,cirrhosus,USNM,419152,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.63,28.41,14.19,13.44,5.37,11.08,10.42,9.91,6.06,17.93
728,T. cirrhosus,cirrhosus,USNM,419153,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.38,29.07,14.43,13.93,5.56,11.74,10.24,9.77,5.8,16.98
729,T. cirrhosus,cirrhosus,USNM,419154,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,26.71,29.65,15.51,14.27,5.22,11.68,10.98,10.95,6.5,18.09
730,T. cirrhosus,cirrhosus,USNM,419155,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,25.82,29.3,14.58,14.03,5.32,11.62,10.58,10.16,6.31,18.21
731,T. cirrhosus,cirrhosus,USNM,419156,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,26.32,29.39,14.49,13.93,5.53,11.41,10.42,9.97,6.25,17.7
732,T. cirrhosus,cirrhosus,USNM,419157,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,26.11,29.58,14.55,13.75,5.28,11.64,10.4,9.84,6.11,17.53
733,T. cirrhosus,cirrhosus,USNM,419158,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.7,29.02,14.13,13.58,5.15,11.68,10.46,9.54,6.36,17.18
734,T. cirrhosus,cirrhosus,USNM,419160,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.74,29.57,15.09,14.06,5.08,11.9,10.82,10.11,6.23,18.57
735,T. cirrhosus,cirrhosus,USNM,419161,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.53,29.92,14.92,14.24,5.37,11.78,11.02,10.18,6.32,18.35
736,T. cirrhosus,cirrhosus,USNM,419162,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,26.82,30.09,15.15,14.34,5.52,11.58,10.89,10.58,6.61,18.03
737,T. cirrhosus,cirrhosus,USNM,419163,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,25.88,29.62,14.11,13.98,5.35,11.67,10.61,10.04,6.24,17.63
738,T. cirrhosus,cirrhosus,USNM,419165,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.66,30.1,15.01,14.2,5.48,12.11,10.78,10.28,6.34,18.23
739,T. cirrhosus,cirrhosus,USNM,419166,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,24.87,28.19,13.98,13.4,5.4,11.54,10.26,10.05,6.13,17.37
740,T. cirrhosus,cirrhosus,USNM,419168,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.26,29.44,14.8,14.02,5.29,11.49,10.8,10.08,6.49,17.67
741,T. cirrhosus,cirrhosus,USNM,419169,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.46,28.92,14.45,13.95,5.42,11.75,10.39,10.07,6.15,18.1
742,T. cirrhosus,cirrhosus,USNM,419192,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.72,28.91,14.65,14,5.25,11.36,10.67,10,6.34,17.24
743,T. cirrhosus,cirrhosus,USNM,419193,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.53,28.4,13.78,13.76,5.29,11.13,10.29,9.68,6.37,17.2
744,T. cirrhosus,cirrhosus,USNM,419196,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.34,29.78,14.74,13.86,5.58,11.89,10.78,10.47,6.51,18.43
745,T. cirrhosus,cirrhosus,USNM,419197,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.67,28.93,13.73,13.74,5.27,11.53,10.66,10.27,6.43,17.57
747,T. cirrhosus,cirrhosus,USNM,419198,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.16,29.07,14.65,14.01,5.57,11.67,10.21,9.84,6.1,18.1
748,T. cirrhosus,cirrhosus,USNM,419199,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.36,28.63,14.03,13.48,5.48,11.6,10.59,9.93,6.16,17.53
749,T. cirrhosus,cirrhosus,USNM,419200,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,27.07,30.08,14.67,13.86,5.15,11.6,10.95,9.97,6.25,17.48
750,T. cirrhosus,cirrhosus,USNM,419205,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.46,29.19,14.98,13.94,5.56,11.54,10.74,10.36,6.41,18.62
751,T. cirrhosus,cirrhosus,USNM,419206,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.47,28.39,14.36,13.7,5.13,11.47,10.53,10.4,6.3,17.41
752,T. cirrhosus,cirrhosus,USNM,419207,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.99,28.57,14.01,13.63,5.14,11.55,10.59,10.3,6.31,17.45
753,T. cirrhosus,cirrhosus,USNM,419208,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.41,29.69,15.04,13.76,5.59,12.01,10.82,10.38,6.47,18.28
754,T. cirrhosus,cirrhosus,USNM,419209,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,25.9,28.84,14.26,13.5,5.35,11.32,10.69,10.04,6.22,17.46
755,T. cirrhosus,cirrhosus,USNM,419210,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.41,28.92,14.55,13.67,5.32,11.6,10.46,9.78,6.17,17.63
756,T. cirrhosus,cirrhosus,USNM,419211,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.87,29.16,14.92,14.26,5.41,11.26,10.63,10.36,6.18,18.53
757,T. cirrhosus,cirrhosus,USNM,419212,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,25.63,29.07,14.51,13.66,5.25,11.47,10.47,10.36,6.3,18.01
758,T. cirrhosus,cirrhosus,USNM,419213,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.92,29.26,15.44,14.07,5.52,11.89,10.79,10.28,6.36,18.83
759,T. cirrhosus,cirrhosus,USNM,419214,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.14,29.84,14.58,13.99,5.41,11.73,10.9,10.34,6.28,17.77
760,T. cirrhosus,cirrhosus,USNM,419215,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.64,29.04,14.43,13.97,5.47,11.76,10.55,10.35,6.29,17.39
761,T. cirrhosus,cirrhosus,USNM,419216,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.92,29.22,14.42,13.54,4.92,11.28,10.54,10.08,6.18,17.51
762,T. cirrhosus,cirrhosus,USNM,419217,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.53,28.71,14.45,13.59,5.2,11.3,10.52,10.25,6.3,17.23
763,T. cirrhosus,cirrhosus,USNM,419218,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.28,29.95,15.09,13.88,5.51,11.63,10.85,10.32,6.47,19.01
764,T. cirrhosus,cirrhosus,USNM,419219,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.61,29.14,14.64,14.21,5.45,11.5,10.4,10,6.32,17.35
765,T. cirrhosus,cirrhosus,USNM,419220,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,26.73,29.76,15.07,13.81,5.39,11.68,11.17,11.08,6.53,17.76
766,T. cirrhosus,cirrhosus,USNM,419221,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.58,29.58,14.54,13.96,5.47,11.63,10.74,10.25,6.53,18
767,T. cirrhosus,cirrhosus,USNM,419222,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.87,29.29,14.28,13.84,5.22,11.73,10.73,9.92,5.99,17.6
768,T. cirrhosus,cirrhosus,USNM,419223,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.52,30.15,14.88,13.98,5.5,11.8,10.97,10.14,6.12,18.1
769,T. cirrhosus,cirrhosus,USNM,419224,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.55,28.57,13.92,13.32,5.8,11.38,10.62,9.97,6.2,17.53
770,T. cirrhosus,cirrhosus,USNM,419225,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.49,28.79,14.66,13.43,5.19,11.73,10.8,10.21,6.47,18.47
771,T. cirrhosus,cirrhosus,USNM,419226,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.84,28.69,14.7,13.79,5.07,11.45,10.42,10.08,5.98,17.31
772,T. cirrhosus,cirrhosus,USNM,419227,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,25.98,28.99,14.13,13.62,5.56,11.5,10.52,9.8,6.27,17.6
773,T. cirrhosus,cirrhosus,USNM,419228,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.7,28.86,14.26,13.75,5.13,11.55,10.43,10.36,6.28,17.95
774,T. cirrhosus,cirrhosus,USNM,419229,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,25.88,28.81,14.2,13.52,5.27,11.45,10.38,9.8,6.3,17.41
775,T. cirrhosus,cirrhosus,USNM,419230,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.62,28.5,13.89,13.21,5.34,11.13,10.43,10.12,6.06,17.53
776,T. cirrhosus,cirrhosus,USNM,419231,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.7,29.23,14.34,13.52,5.23,11.16,10.76,10.44,6.34,18.02
777,T. cirrhosus,cirrhosus,USNM,419232,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,26.42,29.4,14.78,13.52,5.34,11.33,10.83,10.59,6.59,18.05
778,T. cirrhosus,cirrhosus,USNM,419233,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.75,29.31,14.31,13.56,5.19,11.23,10.57,9.77,6.05,17.02
779,T. cirrhosus,cirrhosus,USNM,419234,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.79,29.19,14.15,13.28,5.31,11.61,10.9,10.77,6.35,17.37
780,T. cirrhosus,cirrhosus,USNM,419235,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.98,29.14,14.45,13.32,5.12,10.97,10.87,10.29,6.4,17.07
781,T. cirrhosus,cirrhosus,USNM,419236,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.66,28.69,14.38,13.99,5.31,11.47,10.38,9.68,6.06,17.9
782,T. cirrhosus,cirrhosus,USNM,419237,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.57,29.26,14.15,13.97,5.43,11.63,10.76,10.32,6.36,17.31
783,T. cirrhosus,cirrhosus,USNM,419238,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.74,28.28,14.33,13.43,5.25,11.07,10.71,10.12,6.3,16.8
784,T. cirrhosus,cirrhosus,USNM,419239,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,26.06,28.88,14.2,13.36,5.45,11.46,10.49,9.71,5.96,17.65
785,T. cirrhosus,cirrhosus,USNM,419240,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.83,30.16,15.18,13.86,5.4,11.97,11.11,10.79,6.56,18.76
786,T. cirrhosus,cirrhosus,USNM,419241,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.58,29.02,14.16,13.68,5.06,11.31,10.49,10.05,6.46,18.02
787,T. cirrhosus,cirrhosus,USNM,419242,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,26.47,29.43,14.6,14.35,5.05,11.78,10.62,10.01,6.45,17.81
788,T. cirrhosus,cirrhosus,USNM,419243,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,26.18,29.73,13.98,13.75,5.36,11.44,10.75,9.79,6.04,18.11
789,T. cirrhosus,cirrhosus,USNM,419244,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,26.09,29.29,14.32,13.43,5.28,11.33,10.82,10.41,6.26,16.79
792,T. cirrhosus,cirrhosus,USNM,444378,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.93,-67.43,Cluster2,Cluster2,M,24.86,28.09,13.86,13.37,5.09,11.32,10.11,9.64,6.19,17.86
793,T. cirrhosus,cirrhosus,USNM,444379,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.93,-67.43,Cluster2,Cluster3,F,26.42,29.68,14.6,13.77,5.56,11.47,10.87,10.33,6.16,17.99
794,T. cirrhosus,cirrhosus,USNM,444380,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.93,-67.43,Cluster2,Cluster2,M,25.8,29.35,14.39,13.63,5.52,11.32,10.61,10.3,6.11,17.37
795,T. cirrhosus,cirrhosus,USNM,444382,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.38,-67.57,Cluster2,Cluster2,M,25.44,28.01,14.75,13.7,5.1,11.32,10.59,10.46,6.23,17.37
796,T. cirrhosus,cirrhosus,USNM,444383,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.38,-67.57,Cluster2,Cluster2,F,25.77,28.89,14.4,13.61,5.23,11.5,10.66,10.4,6.21,17.35
797,T. cirrhosus,cirrhosus,USNM,444384,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.38,-67.57,Cluster2,Cluster3,M,26.2,29.75,14.56,13.86,5.42,11.53,10.82,10.18,6.32,18.24
798,T. cirrhosus,cirrhosus,USNM,444393,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.38,-67.57,Cluster2,Cluster2,F,25.9,29.46,14.78,13.63,5.65,11.88,10.57,10.71,6.33,18.99
799,T. cirrhosus,cirrhosus,USNM,444394,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.82,-67.37,Cluster2,Cluster2,M,25.4,28.25,14,13.58,5.08,11.51,10.3,10.31,6.4,16.93
800,T. cirrhosus,cirrhosus,USNM,444395,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.82,-67.37,Cluster2,Cluster2,M,25.16,28.09,13.96,13.41,5.17,11.05,10.51,10.05,6.18,17.86
801,T. cirrhosus,cirrhosus,USNM,444396,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.82,-67.37,Cluster2,Cluster2,M,25.66,28.62,14.66,14.21,5.51,11.63,10.73,10.21,6.35,17.4
802,T. cirrhosus,cirrhosus,USNM,444397,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.82,-67.37,Cluster2,Cluster3,F,26.42,29.83,14.87,14.26,5.47,11.66,10.65,10.16,6.39,18.23
803,T. cirrhosus,cirrhosus,USNM,444398,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.82,-67.37,Cluster2,Cluster3,F,26.53,29.74,14.69,13.66,5.13,11.22,10.79,10.26,6.44,17.73
628,T. cirrhosus,cirrhosus,KU,118094,Venezuela,Sucre,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.48,-63.55,Cluster2,Cluster2,F,26.01,29.23,14.51,13.73,5.16,11.15,10.53,10.47,6.34,18.31
629,T. cirrhosus,cirrhosus,KU,118095,Venezuela,Sucre,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.48,-63.55,Cluster2,Cluster2,F,25.7,28.99,14.72,13.78,5.26,11.23,10.72,10.12,6.09,18.81
618,T. cirrhosus,cirrhosus,USNM,371559,Venezuela,Trujillo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.53,-70.67,Cluster2,Cluster2,F,26.57,29.68,14.28,13.84,4.89,11.14,10.67,10.24,6.3,17.4
619,T. cirrhosus,cirrhosus,USNM,371560,Venezuela,Trujillo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.53,-70.67,Cluster2,Cluster3,F,26.55,29.58,14.77,13.94,5.23,11.58,10.94,10.48,6.15,17.83
620,T. cirrhosus,cirrhosus,USNM,371562,Venezuela,Trujillo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.62,-68.4,Cluster2,Cluster2,M,25.99,29.25,14.85,13.99,5.12,11.29,10.46,10.1,6.45,17.83
791,T. cirrhosus,cirrhosus,USNM,419248,Venezuela,Zulia,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.12,-72.77,Cluster2,Cluster3,F,26.68,29.94,15.12,13.99,5.06,11.75,10.82,10.32,6.26,18.13
812,T. cirrhosus,cirrhosus,USNM,373554,Venezuela ,Carabobo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.48,-68.32,Cluster2,Cluster3,F,26.33,29.83,14.35,13.55,5.18,11.31,10.92,10.03,6.3,17.73
809,T. cirrhosus,cirrhosus,USNM,371563,Venezuela ,Falcon,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.62,-68.4,Cluster2,Cluster3,M,26.39,29.73,14.69,14.02,5.23,11.62,10.85,10.28,6.02,18.22
810,T. cirrhosus,cirrhosus,USNM,371564,Venezuela ,Falcon,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.62,-68.4,Cluster2,Cluster2,M,26.63,29.16,14.78,13.78,5.58,11.83,10.81,10.79,6.38,18.2
811,T. cirrhosus,cirrhosus,USNM,371565,Venezuela ,Falcon,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.62,-68.4,Cluster2,Cluster3,M,26.31,29.18,14.67,13.77,5.41,11.53,10.91,10.48,6.67,18.1
813,T. cirrhosus,cirrhosus,USNM,419136,Venezuela ,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.91,29.43,14.21,13.23,5.38,11.42,10.59,10.05,6.18,16.86
814,T. cirrhosus,cirrhosus,USNM,419137,Venezuela ,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.07,29.53,14.24,13.73,5.38,11.83,10.79,9.94,6.32,18.07
815,T. cirrhosus,cirrhosus,USNM,419159,Venezuela ,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.3,28.82,14,13.92,5.14,11.71,10.58,10.14,6.3,17.46
816,T. cirrhosus,cirrhosus,USNM,419201,Venezuela ,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,25.89,29.18,14.44,13.82,5.19,11.29,10.45,9.88,6.35,17.99
817,T. cirrhosus,cirrhosus,USNM,419202,Venezuela ,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,25.72,28.88,14.14,13.4,5.16,11.54,10.68,10.32,6.33,17.52
818,T. cirrhosus,cirrhosus,USNM,419204,Venezuela ,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.36,30.03,14.75,14.15,5.1,11.46,10.91,10.25,6.56,18.54
